,"PCIAT,PCIAT_Total","IAT,IAT_Total","PreInt_EduHx,recent_grades","WHODAS_P,WHODAS_P_Total","WHODAS_SR,WHODAS_SR_Score","CIS_P,CIS_P_Score","CIS_SR,CIS_SR_Total"
57,0.37470879669990725,0.24913929598007878,0.41195688536053543,0.41747816717010333,0.26035650526843834,0.7192019625400925,0.4266187494335424
58,0.37470879669990725,0.25288787534776297,0.41195688536053543,0.4191347759201368,0.26089760703062365,0.7200569991435544,0.4266187494335424
59,0.37470879669990725,0.2511950503815171,0.4112803737385248,0.421047205314215,0.2607614684367442,0.7206640784264745,0.4266187494335424
60,0.37470879669990725,0.2462661641900823,0.41169854383702054,0.4209490605471986,0.26499300997223785,0.7210854833012036,0.4266187494335424
61,0.37470879669990725,0.24545434379964604,0.4118285292740491,0.42340526795304667,0.2652285940377604,0.7217435168121715,0.4266187494335424
62,0.37470879669990725,0.2477909787584624,0.41212566097655956,0.4250307975306504,0.26852374241826826,0.7226660088954472,0.4208783856311352
63,0.37470879669990725,0.24591632863555063,0.41212566097655956,0.42532638996520256,0.2753655200720376,0.7224641770077871,0.420786699795326
64,0.37470879669990725,0.24728717225679836,0.41230105379665416,0.4288969237290218,0.27562168196162495,0.7226179790732858,0.4204103569828175
65,0.37470879669990725,0.2492074217791263,0.41230105379665416,0.4292728240577671,0.2781281490995744,0.7231400838085789,0.4204103569828175
66,0.37470879669990725,0.24816883116674726,0.41214134848991546,0.43144497635124257,0.2776399222542295,0.7244170541775035,0.4204103569828175
67,0.37470879669990725,0.2515216290962775,0.4121331096205637,0.43319513375238106,0.2769476243704114,0.7259913695640621,0.4204103569828175
68,0.37470787099276626,0.25165170016550154,0.41173881870276896,0.43472434469932464,0.28055558423300075,0.7259439069635512,0.4204103569828175
69,0.3765614509286947,0.24897624807815766,0.41131562818114953,0.43677525481129703,0.28291709906865287,0.7269105987719509,0.42010868535953566
70,0.3781019095231587,0.2505148069944828,0.41118935995270084,0.4371533988472578,0.28260818087857253,0.7268396476346508,0.4206888048769447
71,0.37804270920996497,0.25562110495870227,0.41118935995270084,0.4393765167648047,0.28246046588059737,0.7272961268721111,0.42068880505616074
72,0.37834364317959834,0.25643936214695223,0.4111510559529835,0.440362772790513,0.28326869474676175,0.7280277573403413,0.42068831712138494
73,0.37816786513173584,0.2519263067271552,0.4110723327230491,0.4410644179990587,0.28261271739242066,0.7288195418978431,0.4202330175946164
74,0.37816786513173584,0.250915451170035,0.4107343330145352,0.44150195086106914,0.2821804010383906,0.7293966792971653,0.42023301652027767
75,0.37806407144166265,0.25122700730535613,0.4098978708963959,0.44448039398148786,0.28274958826891267,0.7298802331348184,0.41974182946075445
76,0.37651430616951453,0.25157706009837155,0.41203873658797796,0.44397141291174436,0.2826004967112513,0.7300820762896827,0.41974182946075445
77,0.376487158707023,0.2504851435249231,0.41161395331824585,0.4449107463989924,0.2838080990726477,0.7304958364337765,0.4194443955924835
78,0.3763748621962052,0.2522060299041124,0.4110510488547729,0.4452901835538108,0.2838447780647941,0.7306071321317665,0.4199405457006474
79,0.3763748621962052,0.25252773472471873,0.4108527362578009,0.4474787230054103,0.2847314748711702,0.7304889236232491,0.41990022094765767
80,0.37666230380911414,0.2559347162069396,0.4107351048674227,0.44742847637074623,0.286840289435507,0.7300779551833823,0.41990021906356245
81,0.3756339268679677,0.2547509639723444,0.4109965660865401,0.4485494600818242,0.2872947596113784,0.7301814147674703,0.4196345802948601
82,0.37594127407179107,0.247643540844948,0.41052223516307806,0.44883825815773093,0.2870254266268471,0.7299835032165836,0.41942496781902866
83,0.37616651623140895,0.2500346667823504,0.40993069792906167,0.4496554786750227,0.28923420594790106,0.7304812556893282,0.41942492897387595
84,0.3758460067376091,0.25271023976699025,0.40987930983826715,0.44961644157671576,0.28902716588822297,0.7303875099326427,0.41909551902307585
85,0.37530383964206177,0.2571463817599974,0.41030419601642265,0.45172328653461763,0.2897466571412106,0.7303946159076177,0.41909518953087743
86,0.37530383964206177,0.2547817459910608,0.409866795983991,0.4527247239599811,0.2901539747911446,0.7300320396391957,0.4188308991217744
87,0.37475124016854416,0.2546089887762752,0.40728420272897314,0.4551228050635625,0.29018243593052845,0.7306754101509803,0.4188308991217744
88,0.37475124016854416,0.25942045874082287,0.407026713637275,0.45649222968403025,0.2911209281044137,0.7309095246738408,0.42009683724452024
89,0.37475124016854416,0.2599850780751832,0.4077119098380939,0.4568412019193202,0.2896411958384555,0.7325366821965054,0.42021936092006085
90,0.377026347225606,0.2550036478059763,0.40734575311254173,0.45707588510736347,0.29100035692620524,0.7337097077737866,0.4192235515049765
91,0.377026347225606,0.25388658751527554,0.4073240879638642,0.4597733326224466,0.2912606466602971,0.733890477449519,0.4221990117303862
92,0.37800235514805947,0.2564300310336186,0.4067028166297906,0.46026841277252273,0.2907232017427376,0.7337469593936765,0.4238328992305891
93,0.37800235514805947,0.2604716899029919,0.40632310453265535,0.4611295651339766,0.29166026465015626,0.7337542158958167,0.42371088669027285
94,0.3777599197999221,0.25610249720769873,0.40632310453265535,0.46289371815245334,0.2910765281297548,0.734123411851827,0.4234002579749199
95,0.3796050283513017,0.25437002629372657,0.41169934636140726,0.4644090702083229,0.29275532686798955,0.7342426921977177,0.4234002579749199
96,0.3794197913893198,0.26015924915777566,0.41169934636140726,0.4667365385316902,0.2939194483321954,0.7340736748747738,0.42213132926988134
97,0.3794197913893198,0.2555929754401052,0.41128867202407887,0.4683158237116567,0.2955095373333031,0.7345419849956796,0.4220949195085835
98,0.37834539005441603,0.25933252413107055,0.41128867202407887,0.4689521217240501,0.2976574618954671,0.7344399981988485,0.42251701785944445
99,0.3763905993991871,0.2551903190767798,0.4109001421927823,0.4692217017089418,0.2987029643505709,0.734264823777351,0.42156281002069296
100,0.37633742360354916,0.24676932662834206,0.41029411524558895,0.47037239063428765,0.301231345380367,0.7341293146291896,0.4201656555628095
101,0.3747896856564743,0.2525651694474887,0.41163164047617473,0.4704203737820083,0.3015273656124695,0.7346065339012376,0.4201656555628095
102,0.3744908557203799,0.2550719724783359,0.40990578665279276,0.4703929420011856,0.3014432147848427,0.7341402843444179,0.4199492294210677
103,0.3735723057117894,0.25448234741409465,0.4092505592943183,0.47045849430575887,0.30166237939452856,0.7348901189701873,0.4185878087266434
104,0.37340517065518114,0.2504886205089901,0.40925056080228067,0.4698083517886062,0.3022735664604248,0.7358551681498624,0.42033118845578976
105,0.37234905703696447,0.24956745382801504,0.41060519594726624,0.4704623651614507,0.30198024145575686,0.7361627624786835,0.420331188674294
106,0.37329077059455706,0.26207196558358564,0.41060519594726624,0.47213619244063476,0.3019082638826523,0.7360308162749086,0.4197526284908829
107,0.37667135356460124,0.2628419670165389,0.4100960455136309,0.4704090153952717,0.3018700797963787,0.7355949214416257,0.41855632771891094
108,0.37549603364809714,0.25891486012046916,0.41026052932468643,0.4710980328889217,0.302020000306644,0.7353533728971098,0.41528819405269035
109,0.37598276677859976,0.25350174022659383,0.4098033820936952,0.4706976972419047,0.3027284417327476,0.735089678097816,0.41528819405269035
110,0.36975573001755,0.2569796631653677,0.40910547457860724,0.47100705206206145,0.3023741821360988,0.7353245301567105,0.4169474165195814
111,0.36975573001755,0.25896383452665117,0.4087544401797752,0.47131414894631335,0.30227805113373524,0.7352517579870785,0.41681075735142803
112,0.3696776478865348,0.25982261086067127,0.4093650624046075,0.4717205602522347,0.3019738040572093,0.7352275779729389,0.41712111678018726
113,0.369960188518332,0.24996466548465496,0.4090392253079546,0.4740305064292786,0.3014517218710706,0.7350620203811025,0.4173929680531294
114,0.36988187981911924,0.26134499125053,0.40832908694251213,0.4745478857569295,0.30157984881685407,0.7343376208880134,0.41963951039445146
115,0.37586263961753663,0.2551741934059319,0.4083747041110253,0.4745615361170813,0.30119283108034955,0.7345754283878513,0.4185075500021478
116,0.37619231769587946,0.2558682878761176,0.4082890334502669,0.47553636085053463,0.30084294148035895,0.7346009226592075,0.41771398942424287
117,0.37678864560564584,0.26161552993064685,0.40802548198326083,0.4760587787679982,0.3011398875246956,0.7355798966817455,0.4175237275785929
118,0.37671904571168585,0.25131926030029944,0.4079143674312292,0.4766017975562679,0.3025150460327848,0.7353693881319108,0.4175327822921143
119,0.3797561706405401,0.2528441990151389,0.40734475746077176,0.476117225132355,0.3024346576929763,0.7351619282669953,0.41752536459822115
120,0.37990836612331874,0.2557639315437568,0.40620738851425886,0.4760706204737666,0.3023383605803182,0.7350966777009167,0.4175027197578517
121,0.37918232827532594,0.2525357587980765,0.40620738577397003,0.47614452085550263,0.30201208860721745,0.7350533085485423,0.41493009717157675
122,0.37869531149821545,0.2538535275486375,0.4060633766537587,0.47656554395595063,0.30046257453335257,0.7350063298800927,0.4148962756893211
123,0.37836120087344294,0.2572313444079972,0.4054992918343732,0.47541805017708216,0.3019856287986611,0.7352333720042287,0.4170979102948289
124,0.37836120087344294,0.2533473707329464,0.4055533706534239,0.47602127335080197,0.3022943557604485,0.7350351156572456,0.4170979102948289
125,0.3783581625050392,0.2504362955633016,0.4034879441866742,0.47678304348702805,0.3025775784778836,0.7348364398711211,0.4159391079586122
126,0.379694129788581,0.25264988301480085,0.4034879436658846,0.4763467373022853,0.3012097068241032,0.7346041986565203,0.4143146846845418
