,"PCIAT,PCIAT_Total","IAT,IAT_Total","PreInt_EduHx,recent_grades","WHODAS_P,WHODAS_P_Total","WHODAS_SR,WHODAS_SR_Score","CIS_P,CIS_P_Score","CIS_SR,CIS_SR_Total"
1,0.10789753685575168,0.0555157304124141,0.27177104542010644,-0.08710515517602688,-0.03282221435526596,0.2460983141257444,0.1468566856606323
2,0.18891746002359655,0.07448127123034726,0.3211519600277487,-0.05450440942037367,0.010100749336868428,0.3794805764158383,0.22388307191806547
3,0.2535222864710014,0.0887659499197665,0.3437939180245283,-0.027027458013642397,0.043888635456600295,0.44469587008162115,0.2741383307909128
4,0.2810216151864799,0.13363701095278785,0.3517700958719422,0.0004159746344810644,0.0669153502532832,0.4934058632578887,0.29852567384854267
5,0.3018486533509163,0.1642437977458319,0.3614771488615157,0.03170034626267276,0.09230189055971773,0.5243791319728985,0.32552507202722986
6,0.31010250129536554,0.18681636579879446,0.3672092429965744,0.05549771344243326,0.1028173757384894,0.5584150818682148,0.34429909352742927
7,0.31836808485721424,0.18845016656543423,0.37060128991784885,0.08030174254407421,0.1225984908771889,0.5855740048708069,0.36239930637147344
8,0.32816269418999344,0.19281836577234607,0.373056475639986,0.09943153167594439,0.1389590593852167,0.5990016224042121,0.37967456119796816
9,0.33184983731593864,0.2036588223567726,0.37552477483553637,0.11701140841986613,0.15283609772901297,0.6104462098617434,0.3933721358131499
10,0.3373224263259075,0.20709060871659654,0.3789156402699251,0.13259175372603163,0.16730394841233093,0.6199450794702882,0.4017643052647014
11,0.34383726159837125,0.22065121027597728,0.37853584098049076,0.1469479137500237,0.1774175036678161,0.630569182257732,0.40587823538030393
12,0.3498493667563758,0.22382357097331662,0.38184325426252463,0.15785765919153585,0.19443127934404075,0.6400892808597558,0.40733912822114093
13,0.3538325563329769,0.22110561926262884,0.3871190705212091,0.1729360060406454,0.196877153278278,0.6483301421346553,0.41145213715635687
14,0.355388351523759,0.22166695418654903,0.39031679743461845,0.1928618442492161,0.20003358945737504,0.6549049482875866,0.41172025967293224
15,0.3555952496286474,0.2274491803060676,0.38964847639190014,0.20449854821413826,0.20681612808080516,0.6610477626482161,0.41435280418748544
16,0.3607416283043971,0.23382857200095802,0.3926077317709601,0.2197937675011815,0.20794456240857734,0.6647151601594672,0.41632914714377933
17,0.36133889899267363,0.2297161118685414,0.39302392907238864,0.22805409798324594,0.21300759845707457,0.6689737127886062,0.4175081974574675
18,0.36558528107617183,0.239665528844981,0.3951225305569634,0.2419983541343952,0.21549095807510815,0.6723384582899822,0.41839106069035
19,0.3670607420135839,0.2419899395991565,0.3969588926873534,0.2529054779517441,0.2189425553867715,0.6754085919469005,0.42187767300728907
20,0.36748461135332866,0.24589577904424728,0.3996982159230045,0.2628149904178272,0.22508439661120988,0.6781121783393897,0.4262303449075767
21,0.36707528106094334,0.24131140821861063,0.4006190905696783,0.27408559909543967,0.22985734319521922,0.6814688432311393,0.4267156900860412
22,0.36709578882427174,0.25202842864597963,0.4027981702667254,0.27759017928014446,0.2297834295534281,0.6839854019140605,0.42722981448193986
23,0.365977389938638,0.2448991680048676,0.40638386759447465,0.2851012127859025,0.2323873086046277,0.6875730175685388,0.4275528526236917
24,0.367457114639784,0.24592430705779048,0.4061840089797768,0.29320653289200893,0.2335989197219293,0.6891775049274875,0.4287307888486095
25,0.37001951197532346,0.247317545195615,0.4093034208839883,0.29878431743617645,0.23518930810143115,0.6899662763549875,0.43041973620920904
26,0.3699343580940388,0.24071829108663922,0.40886689260399534,0.3039582190844089,0.23392317189316308,0.6927959984940881,0.4296027688459625
27,0.36993435733562763,0.2443612308244135,0.4098847781069784,0.3096156754366579,0.23833803292854633,0.6937363468469904,0.42954935848716724
28,0.3712481921056149,0.24700204897474037,0.41101210829538565,0.31852220355790495,0.24323222714860762,0.6943029894987361,0.42954936123497234
29,0.37286546685404676,0.2474058358374477,0.4112362687606652,0.3263482807067378,0.24385368616078115,0.6950488885257413,0.42895497516009523
30,0.37343295303789,0.24680133461623877,0.41012019274858924,0.33279579716133095,0.24375207193585846,0.6959117796779798,0.4288655219037867
31,0.37628148518705307,0.25445939402512724,0.40831983560376356,0.3385911068438252,0.2443487139077304,0.696379314534866,0.4300225096514792
32,0.3764990771960674,0.2530786497032921,0.4141730364286582,0.3415168097968112,0.24513719743800466,0.6981429867839307,0.4300225096514792
33,0.37654505535313065,0.25278066309868574,0.41374750536284816,0.34444998562132945,0.2460304126110519,0.7018050561280151,0.4301515104265601
34,0.3762917367024009,0.25835389378080764,0.4133470309413584,0.34558410959531394,0.24638508178174356,0.7028305992374223,0.4300660449141238
35,0.3753393578161137,0.2526151452470481,0.41306081886688395,0.35063380804151195,0.24718698270362632,0.7043411553911222,0.4290056230670386
36,0.3752264614739315,0.2558092475898945,0.4128553968850752,0.35633521995608053,0.24839790466868897,0.7065547662203171,0.42895413532213933
37,0.3752264614739315,0.25223154831921624,0.4119115172637733,0.3606689578468295,0.2488310073991244,0.706764719566928,0.42756716418552454
38,0.375083913337781,0.24796653303579252,0.4115709955661716,0.3637348927622944,0.2501530422785406,0.7075258659990651,0.42756716418552454
39,0.3749429456055307,0.2522230277672896,0.4095754363191273,0.36629255442602004,0.25179358849749556,0.7081370033563276,0.42756704287294195
40,0.3749429456055307,0.2488652083057333,0.4098456443236696,0.3686121510857518,0.2514610279772434,0.708887963908376,0.42756704287294195
41,0.3749429456055307,0.25670060672002604,0.40942354905508827,0.3744441324384328,0.25141210675820325,0.709315773138875,0.42756704384366595
42,0.37470879665411166,0.2528609534056872,0.40942402186358573,0.3779966171188417,0.25168587571705686,0.7095898084118152,0.42756704384366595
43,0.37470879665411166,0.2582444788893232,0.4096759539628229,0.38068649978820446,0.25226355091590225,0.709877714345283,0.42756704384366595
44,0.37470879665411166,0.2504807019431612,0.4101581744552026,0.38463907461664215,0.2550715264194266,0.7101537634816631,0.42756704384366595
45,0.37470879665411166,0.25320580325096465,0.4099978076617933,0.3894625177011165,0.2544022320023686,0.7115007951162085,0.42756704384366595
46,0.37470879665411166,0.253453437112625,0.4103441301966442,0.3917264815052945,0.25463340265220535,0.7122578672816433,0.42756704384366595
47,0.37470879665411166,0.2541992003758312,0.41035141747363035,0.39319429696269104,0.256298547466027,0.7131223661757407,0.42756704384366595
48,0.37470879665411166,0.255072127093788,0.41035141747363035,0.3966810244394997,0.2557107317786401,0.7135829926635868,0.4275670437628767
49,0.37470879665411166,0.25473767773154976,0.41035141747363035,0.399050344797057,0.2574753091426535,0.7147543272467862,0.4275670437628767
50,0.37470879665411166,0.2534739477846988,0.41035141747363035,0.40195639792361465,0.2577905751547557,0.7144325027031373,0.4275670437628767
51,0.37470879665411166,0.25151920092518393,0.41035141747363035,0.40519714861808476,0.25851174568660523,0.7162680911581834,0.42683378692220453
52,0.37470879665411166,0.25147652632634576,0.41183726967042766,0.4082049877698711,0.2568950775052097,0.7166489684849235,0.42683378692220453
53,0.37470879669990725,0.25225669915341103,0.41117882906633174,0.40843211376392796,0.25763700567910075,0.7170720117967311,0.4266187494335424
54,0.37470879669990725,0.2513687056168813,0.4127190767022218,0.41191672482920627,0.2573191902393679,0.7182050212081375,0.4266187494335424
55,0.37470879669990725,0.24616496107376556,0.4133183294307611,0.4145878703771566,0.2591626620740675,0.7188743230901098,0.4266187494335424
56,0.37470879669990725,0.24808971749594594,0.41195688536053543,0.4159543067007633,0.2589070112786896,0.7192548754186969,0.4266187494335424
